Last Name,Nationality,Date of Birth,Team,Total Goals,Shots Created per 90 Minutes,Assists
Navarro,England,14/07/2006,Leicester City,29,1.88,8
Collins,Spain,05/06/1991,Manchester United,29,4.79,15
Small,Denmark,30/03/1988,Leicester City,29,4.7,4
Bailey,Germany,07/09/2005,Arsenal,29,3.79,15
Davis,Netherlands,31/05/1989,Liverpool,29,1.7,0
Proctor,Italy,22/01/2005,Arsenal,29,3.03,15
Johnson,Scotland,07/04/1999,Newcastle United,29,3.88,4
Mccormick,Italy,09/09/2005,Manchester United,29,3.72,8
Thompson,Italy,28/10/1999,Manchester City,29,4.63,10
Bender,Uruguay,07/08/1998,Aston Villa,29,3.09,11
Medina,Sweden,18/12/1986,Manchester United,29,3.13,5
Murphy,France,15/04/1986,Liverpool,29,2.2,15
Mercado,Germany,10/04/1989,West Ham United,29,2.17,6
Martin,Netherlands,22/08/1997,Tottenham Hotspur,29,1.38,4
Gray,Scotland,21/03/1985,Newcastle United,29,4.63,14
Scott,Argentina,26/08/2003,Arsenal,29,1.93,12
Hoffman,Sweden,09/05/1987,Everton,29,2.43,12
Williams,Spain,22/11/1995,Newcastle United,29,4.24,1
Craig,Argentina,31/10/2000,West Ham United,29,4.51,4
Silva,Brazil,03/03/1989,Tottenham Hotspur,29,4.33,6
Sims,Spain,16/04/1989,West Ham United,29,2.63,6
Jimenez,Brazil,21/12/1999,Leeds United,29,0.97,13
Wolfe,Belgium,04/08/1996,Arsenal,29,2.09,0
Olsen,Brazil,20/01/2006,Liverpool,29,4.49,5
Hill,Denmark,14/12/1996,Liverpool,29,4.69,1
Butler,Sweden,31/01/2001,Aston Villa,29,2.6,0
White,England,18/01/1991,West Ham United,29,0.52,6
Rice,Argentina,16/12/2003,Arsenal,29,2.95,3
Huynh,Spain,27/06/1985,Tottenham Hotspur,29,4.68,0
Bryant,Belgium,28/05/1985,Manchester United,29,2.07,14
Ward,Uruguay,10/09/1995,Newcastle United,29,3.36,14
Martinez,Germany,14/01/2006,Tottenham Hotspur,29,1,1
Swanson,Netherlands,24/12/1993,Leicester City,29,0.57,3
Schwartz,Belgium,03/07/1990,West Ham United,29,2.04,13
Miller,Argentina,27/03/1991,Leicester City,29,0.71,8
Preston,Brazil,03/10/1996,Manchester City,29,4.43,0
Robinson,Denmark,06/08/2002,Leeds United,29,3.53,5
Kemp,France,01/02/1998,Everton,29,2.76,7
Smith,Belgium,15/06/2000,Chelsea,29,3.69,0
Robertson,Netherlands,06/01/1999,Everton,29,0.83,13
Gray,Portugal,10/02/2006,Manchester United,29,3.77,8
Ryan,Denmark,18/03/2005,Leeds United,29,2.05,12
Ortiz,Spain,17/06/2001,Manchester United,29,2.31,8
Wall,Scotland,16/04/1985,Chelsea,29,1.06,13
Ortiz,Scotland,07/04/1992,West Ham United,29,4.97,15
Bernard,Uruguay,02/10/2001,Everton,29,3.54,11
Mueller,Portugal,28/09/2002,Arsenal,29,0.7,6
Baker,Denmark,12/01/1988,Everton,29,4.88,10
Hopkins,Brazil,02/02/1995,Chelsea,29,2.03,5
Davis,Germany,30/04/1988,Everton,29,3.76,14
Baker,Brazil,05/12/2002,Leeds United,29,4.54,9
Rogers,Denmark,07/01/2005,West Ham United,29,2.89,9
Murillo,Italy,28/10/2002,Everton,29,1.07,8
Ruiz,Uruguay,28/10/2000,Everton,29,2.53,0
Peters,Spain,17/06/1988,Aston Villa,29,2.89,5
Ross,Sweden,09/10/1996,Manchester City,29,3.26,1
Gilbert,Denmark,04/03/1987,West Ham United,29,1.61,6
Foster,Netherlands,14/06/2001,Chelsea,29,4.83,14
Adams,England,05/04/1990,Arsenal,29,2.63,12
Rivera,Spain,19/01/1993,Everton,29,1.35,7
Richard,Spain,05/09/1993,Manchester City,29,4.55,15
Foster,Portugal,15/07/2001,Manchester United,29,1.78,8
Hunter,Portugal,21/02/1986,Manchester City,29,2.51,13
Yoder,Argentina,11/03/1987,Aston Villa,29,2.53,9
Johnson,Germany,28/07/1997,Arsenal,29,2.96,15
Howard,Brazil,18/09/2006,Newcastle United,29,3.62,15
Shields,Scotland,14/12/1993,Manchester City,29,3.53,15
Campbell,France,24/09/1992,Arsenal,29,3.81,6
Powell,Brazil,25/08/1996,Aston Villa,29,3.57,8
Phillips,Denmark,03/01/2005,Leeds United,29,1.15,14
Parks,Brazil,08/07/1996,Leeds United,29,2.72,11
Martinez,Portugal,17/10/1994,West Ham United,29,2.84,8
Davis,Italy,19/05/1993,Leeds United,29,4.47,9
Li,Spain,16/10/1999,Tottenham Hotspur,29,1.48,3
Reyes,Belgium,13/09/2005,Arsenal,29,1.79,11
Smith,Belgium,01/05/1999,Newcastle United,29,3.84,1
Carter,Portugal,08/07/1988,Everton,29,4.99,2
Austin,France,22/04/1987,Newcastle United,29,0.96,5
Lewis,Denmark,24/06/1987,Liverpool,29,0.91,10
Walker,Uruguay,17/02/1985,Tottenham Hotspur,29,1.03,15
Boyd,Argentina,21/09/1997,Arsenal,29,3.97,0
Hicks,France,16/07/1986,Everton,29,2.26,6
Sims,Uruguay,02/02/1994,Manchester United,29,0.95,2
Ferguson,Denmark,04/07/2005,Tottenham Hotspur,29,3.94,11
Perry,Sweden,20/11/1985,Liverpool,29,3.71,2
Austin,England,11/08/2000,Manchester United,29,0.59,10
Webb,Spain,31/01/2004,Everton,29,1.63,2
Wilson,Portugal,08/03/1988,West Ham United,29,4.85,0
Phillips,Scotland,01/08/1992,Liverpool,29,1.54,11
Kemp,Brazil,20/03/1991,Leeds United,29,4.02,8
Strong,Denmark,09/03/2000,Chelsea,29,4.15,14
Sawyer,Brazil,15/09/2004,Tottenham Hotspur,29,3.74,14
Chavez,Sweden,25/03/1989,Tottenham Hotspur,29,0.83,14
Bennett,Scotland,09/09/1996,Newcastle United,29,1.79,8
Chapman,Brazil,07/06/1996,West Ham United,29,1.87,8
Davis,Germany,07/10/1994,Tottenham Hotspur,29,4.83,12
Cox,Italy,30/07/1999,Chelsea,29,2.01,7
Dawson,France,14/12/1996,Aston Villa,29,4.17,3
Richardson,England,11/03/2000,Aston Villa,29,3.73,15
King,Sweden,17/07/1996,Everton,29,0.91,3
Jacobs,Denmark,12/05/1993,Manchester City,29,4.95,15
Johnson,Germany,19/01/2001,Leeds United,29,3.53,9
Welch,Denmark,02/05/2001,Aston Villa,29,2.94,2
Harris,Portugal,13/10/1995,West Ham United,29,2.79,12
Miller,Denmark,03/03/1994,Manchester City,29,3.41,10
Ibarra,Germany,27/05/2002,Leicester City,29,4.41,12
Schmidt,Scotland,22/05/1999,West Ham United,29,4.49,5
Peterson,Argentina,18/09/2003,Arsenal,29,2.55,8
Webb,Uruguay,24/02/1989,Everton,29,4.8,7
Lara,Portugal,21/08/1995,Aston Villa,29,2.08,13
Adkins,Belgium,07/05/1985,Everton,29,4.24,5
Lane,Netherlands,23/04/1986,Leicester City,29,2.19,8
Cantu,Scotland,12/07/1984,Everton,29,4.67,0
Singh,France,10/08/1991,Everton,29,1.9,15
Navarro,Belgium,16/06/2004,Manchester City,29,1.95,15
Wolf,Italy,03/04/2004,Tottenham Hotspur,29,2.62,12
Moore,Germany,19/01/1992,Arsenal,29,2.55,9
Shields,Scotland,27/02/2002,Newcastle United,29,4.48,3
Smith,Belgium,09/08/1993,Aston Villa,29,3.43,15
Cunningham,Sweden,06/03/1986,Aston Villa,29,3.34,15
Miller,Scotland,02/02/1995,Leicester City,29,2.11,9
Floyd,Denmark,23/02/1991,West Ham United,29,4.33,15
Herring,Germany,29/03/1985,Leicester City,29,0.76,12
Brooks,Scotland,13/12/1987,Arsenal,29,4.23,0
Nguyen,England,30/01/1991,Manchester City,29,4.89,1
Banks,Spain,24/09/2000,Everton,29,3.19,15
Owen,Netherlands,06/08/2003,Manchester City,29,0.74,6
Ortega,Portugal,29/08/1989,Manchester City,29,3.88,13
Campbell,Sweden,03/02/1993,Manchester City,29,1.2,11
Robinson,Spain,19/02/1989,Manchester City,29,4.77,5
Macdonald,Scotland,03/03/2000,Manchester United,29,1.08,3
Reilly,Spain,26/03/1994,Everton,29,1.62,13
Castro,Spain,01/09/2000,Tottenham Hotspur,29,4.35,9
Trujillo,Italy,25/09/1988,Newcastle United,29,0.8,12
Rice,Portugal,30/05/1985,Leicester City,29,0.74,9
Vance,Italy,10/02/2001,Leeds United,29,4.3,7
Andersen,Netherlands,14/11/1995,Everton,29,3.97,2
Cannon,Brazil,21/04/1991,West Ham United,29,3.78,8
Herring,Brazil,20/12/2000,Chelsea,29,2.9,7
Howard,Germany,04/05/2001,Manchester City,29,4.61,6
Russell,Uruguay,10/08/1990,West Ham United,29,2.05,8
Barnes,Brazil,03/03/1986,Newcastle United,29,2.58,6
Floyd,Scotland,01/12/1996,Everton,29,1.88,4
Williams,Netherlands,25/01/1999,Leicester City,29,2.87,2
Morris,France,15/05/2002,Manchester City,29,0.72,12
Wells,Uruguay,08/04/1990,Manchester City,29,4.46,3
Johnson,France,17/05/1988,Leicester City,29,1.84,12
Rodriguez,Denmark,14/06/1984,Manchester United,29,2.91,5
Sandoval,Germany,10/04/1998,Leicester City,29,4.57,1
Cross,Denmark,08/02/1987,Leeds United,29,1.14,2
Alexander,Argentina,28/03/1997,Tottenham Hotspur,29,1.7,4
Johnson,Spain,02/03/2005,Aston Villa,29,1.23,7
Allen,England,22/11/1995,Leeds United,29,3.03,2
Parker,Uruguay,16/06/1998,Chelsea,29,3.78,9
Evans,Belgium,11/03/1996,Manchester City,29,1.16,3
Glenn,Portugal,09/04/1990,Newcastle United,29,3.54,14
Long,Portugal,30/08/1992,Tottenham Hotspur,29,2.82,15
Edwards,Italy,05/04/1997,Arsenal,29,3.27,8
Cole,Brazil,29/08/1997,Leeds United,29,0.68,4
Walker,Uruguay,21/10/1988,Tottenham Hotspur,29,0.7,6
Davis,Germany,29/06/1999,Arsenal,29,1.63,14
Thomas,Italy,09/01/2002,Everton,29,2.73,3
Gonzalez,Germany,07/08/1998,Manchester United,29,1.66,11
Rodriguez,Brazil,25/12/2001,Liverpool,29,1.54,0
Macdonald,Netherlands,30/10/1999,Newcastle United,29,0.99,10
Parker,Italy,22/12/2000,Liverpool,29,2.32,8
Hendricks,Germany,12/09/1991,Aston Villa,29,2.4,3
Horton,Sweden,12/02/2004,Tottenham Hotspur,29,1.63,0
Howe,Denmark,17/08/1994,Leeds United,29,3.56,15
Holmes,Uruguay,25/03/1997,Liverpool,29,2.07,15
Foley,Portugal,17/12/1997,Leicester City,29,4.65,2
Pacheco,Italy,02/05/2004,West Ham United,29,3.13,9
Carpenter,Denmark,15/06/2004,Leicester City,29,4.17,6
White,Netherlands,27/01/1993,Manchester United,29,1.59,1
Freeman,Italy,19/09/1992,Leicester City,29,3.29,12
Hood,Sweden,05/12/2003,Everton,29,1.48,7
Gilbert,Germany,31/05/2002,Manchester United,29,3.76,14
Hammond,France,28/07/1993,Liverpool,29,3.64,15
Baxter,Scotland,18/12/1986,Leicester City,29,3.8,6
Rodgers,Netherlands,27/05/2003,Chelsea,29,1.79,3
Baker,Scotland,03/05/1989,Everton,29,3.25,2
Benton,England,03/09/2001,Leicester City,29,1.31,2
Gomez,Portugal,09/08/1985,Manchester City,29,2.71,9
Sanders,Brazil,17/09/1985,Aston Villa,29,4.83,14
Martin,England,01/10/1986,Newcastle United,29,1.04,2
Garcia,Portugal,02/10/1990,Everton,29,3.62,4
Clark,Italy,26/10/1987,Manchester City,29,1.49,8
Rodriguez,Scotland,08/12/1999,Leicester City,29,1.88,12
Frazier,Argentina,01/08/1985,Aston Villa,29,2.41,9
Hays,France,05/11/1995,Everton,29,1.17,5
Mendez,France,03/06/1997,Manchester City,29,2.62,11
Hill,England,03/03/1993,Tottenham Hotspur,29,3.79,14
Carr,England,15/11/1997,Leicester City,28,2.59,3
Mcfarland,Spain,08/02/1999,Newcastle United,28,2.71,0
Freeman,Sweden,19/03/2005,Arsenal,28,0.7,14
Gordon,Portugal,19/02/2000,Leicester City,28,3.98,6
Blake,Spain,30/07/1992,Leicester City,28,0.87,4
Mathews,Netherlands,07/04/1994,Manchester United,28,1.41,8
Lawson,Denmark,17/10/2004,West Ham United,28,0.85,9
Hill,Belgium,11/07/1992,Manchester United,28,2.02,12
Vaughan,Scotland,01/02/1991,Leeds United,28,4.58,7
Pham,Belgium,14/10/2005,Manchester City,28,3.7,2
Curtis,Italy,26/06/2000,Chelsea,28,4.57,10
Richardson,Germany,28/01/1986,Leicester City,28,2.61,5
Soto,Denmark,28/08/1994,Arsenal,28,1.04,11
Wolfe,Belgium,14/08/1995,Tottenham Hotspur,28,2.5,8
Kim,Denmark,21/05/1989,Arsenal,28,2.21,7
Baker,Brazil,10/09/1984,Chelsea,28,1.54,4
Jackson,Belgium,22/04/2002,Leicester City,28,1.03,7
Sullivan,Denmark,31/05/1996,Aston Villa,28,4.5,8
Ross,Germany,10/03/1991,Everton,28,1.92,1
Hess,Sweden,30/05/1997,Liverpool,28,4.81,11
Sutton,Sweden,06/08/1999,Leicester City,28,3.47,11
Rowland,Germany,02/03/1990,Newcastle United,28,1,5
Marshall,Denmark,29/12/1991,West Ham United,28,2.37,4
Bowen,Sweden,16/09/1989,Manchester City,28,4.95,1
Middleton,Italy,07/11/1997,Leicester City,28,4.13,6
Hall,Germany,08/12/1989,Arsenal,28,1.6,12
Allison,Belgium,03/01/1994,Chelsea,28,4.38,13
Garrison,Spain,01/12/1992,Leeds United,28,2.39,4
Johnson,Argentina,27/12/1990,Manchester United,28,3.13,3
Taylor,England,14/08/1990,Aston Villa,28,3.55,7
Graham,Brazil,03/11/2005,Everton,28,3.48,11
Clark,France,22/12/1996,Manchester City,28,3.83,1
Brewer,Denmark,27/04/1989,Everton,28,4.77,7
Lambert,Scotland,08/09/1998,Manchester United,28,1.97,11
Mitchell,Netherlands,21/01/2005,Manchester United,28,4.39,1
Moore,Argentina,06/12/1993,Arsenal,28,4.98,15
Holland,Brazil,22/01/2005,Arsenal,28,4.39,2
Perez,Scotland,04/10/2003,Arsenal,28,4.67,7
Garcia,Italy,27/03/2001,Everton,28,3.72,14
Green,Belgium,09/03/1984,West Ham United,28,1.57,14
Cannon,Argentina,23/12/1996,Leicester City,28,4.61,13
Barker,Netherlands,03/03/1988,Leicester City,28,3.96,7
Kim,Sweden,27/07/1990,Arsenal,28,2.81,0
Gordon,Uruguay,18/02/1999,Manchester City,28,2.69,1
Baker,Denmark,07/05/1989,Leeds United,28,3.86,4
Chapman,Argentina,27/04/1984,Liverpool,28,0.51,11
Henderson,England,20/12/1988,Newcastle United,28,2.44,15
Harvey,Netherlands,03/01/2004,Leeds United,28,3.24,11
Waller,France,04/07/1997,Tottenham Hotspur,28,0.72,11
Carter,Denmark,04/06/2004,Liverpool,28,1.74,5
Wiggins,Sweden,27/01/2004,Leeds United,28,3,3
Lee,France,06/06/1999,Newcastle United,28,1.92,0
Christian,Belgium,16/07/1996,Arsenal,28,0.57,13
Smith,Belgium,18/08/2000,Newcastle United,28,3.67,2
Schaefer,Sweden,04/12/1984,Aston Villa,28,4.15,15
Stevens,Uruguay,19/02/2000,Tottenham Hotspur,28,0.96,1
King,Belgium,13/11/1989,Arsenal,28,4.02,8
Stewart,England,19/03/2005,Tottenham Hotspur,28,4.44,10
Rivera,England,30/05/1993,Manchester United,28,1.84,7
Gomez,England,02/11/1998,Everton,28,1.43,11
Sherman,Brazil,02/01/1986,Leicester City,28,1.26,13
Shaw,France,24/07/2004,Leicester City,28,2.11,15
Fox,Argentina,27/07/1998,Chelsea,28,3.66,10
Ruiz,Sweden,05/08/1997,Arsenal,28,3.97,12
Keller,Scotland,27/06/1997,Arsenal,28,3.4,14
Parker,Argentina,05/08/2004,Leeds United,28,1.71,14
Smith,Uruguay,07/08/1987,Arsenal,28,2.87,11
Jacobs,Brazil,08/12/2002,Arsenal,28,3.6,12
Weber,Scotland,28/01/2004,West Ham United,28,2.12,4
Clark,Germany,18/04/1993,Aston Villa,28,2.68,5
Hendricks,Uruguay,02/02/1987,Leeds United,28,3.27,10
Woods,Scotland,04/04/1999,Manchester United,28,3.47,9
Myers,Brazil,22/07/1998,Everton,28,4.57,12
Curry,Argentina,08/06/1984,Tottenham Hotspur,28,3.65,14
Reed,France,30/11/2000,Manchester City,28,0.91,2
Turner,France,21/01/1994,Manchester United,28,3.02,6
Combs,Netherlands,24/11/1999,Everton,28,1.8,12
Holt,Portugal,31/10/1992,Leicester City,28,3,10
Gonzales,Brazil,28/09/2004,Tottenham Hotspur,28,2.2,8
Lee,Brazil,13/03/1993,Chelsea,28,3.96,8
Alvarez,Italy,15/10/1984,West Ham United,28,2.48,11
Jordan,England,31/08/2005,Newcastle United,28,4.32,13
Shelton,Netherlands,29/06/1992,Manchester City,28,0.85,0
Jennings,Sweden,11/01/1997,Newcastle United,28,1.14,2
Simmons,Netherlands,13/12/1998,Aston Villa,28,1.98,0
Reyes,Argentina,24/03/1998,Arsenal,28,1.11,2
Kemp,Denmark,11/07/1998,Liverpool,28,4.06,9
Stone,Germany,18/11/1991,Everton,28,3.79,12
Serrano,Portugal,25/04/1988,Chelsea,28,1.56,13
Jacobs,Spain,08/05/1988,Chelsea,28,4.83,10
Simpson,Italy,22/11/2000,Aston Villa,28,4.85,14
Welch,Germany,03/12/1986,West Ham United,28,0.82,8
Barajas,Brazil,10/01/1989,Aston Villa,28,4.81,9
Johnson,Netherlands,29/09/1994,West Ham United,28,2.42,9
Sharp,Brazil,30/10/1987,Manchester United,28,4.23,12
Fleming,England,02/10/1998,Liverpool,28,4.09,6
Chandler,Sweden,26/12/1996,West Ham United,28,1.58,7
Flores,Spain,22/10/1997,Everton,28,2.27,13
Johnson,Denmark,06/07/1988,Aston Villa,28,2.24,2
Davies,England,13/03/1999,Liverpool,28,3.34,4
Jones,Argentina,03/07/1990,Everton,28,2.8,2
Singh,Sweden,03/11/2005,Tottenham Hotspur,28,1.06,4
Myers,Sweden,23/08/1988,Chelsea,28,4.23,5
Rivera,Italy,20/06/2004,Manchester United,28,3.57,8
Perez,France,04/10/2003,Everton,28,0.75,1
Clark,England,28/01/2007,Aston Villa,28,2.03,14
Williams,Uruguay,23/10/1990,Newcastle United,28,1.52,8
Mccall,Argentina,06/07/1996,Tottenham Hotspur,28,0.68,2
Watson,Argentina,06/08/1990,Manchester City,28,0.92,8
Robinson,Brazil,20/03/1998,Manchester United,28,0.63,0
Fox,Belgium,18/09/1987,Tottenham Hotspur,28,4.61,8
Simon,Brazil,23/06/1989,Manchester City,28,1.47,7
Johnston,Denmark,08/01/1996,Arsenal,28,2,0
Collier,Italy,25/08/1995,West Ham United,28,0.68,0
Hines,Scotland,03/02/1989,Everton,28,3.24,12
Richardson,Germany,25/06/1986,Manchester City,28,0.9,0
Chambers,Netherlands,31/08/1990,Tottenham Hotspur,28,1.84,11
Ruiz,Netherlands,01/03/1986,Chelsea,28,1.54,13
Hawkins,Denmark,16/10/1984,Leeds United,28,4.46,9
Williams,Brazil,20/01/2007,Arsenal,28,3.37,10
Davis,Sweden,26/01/1990,Liverpool,28,4.55,5
Elliott,Germany,27/05/1999,Newcastle United,28,4.01,4
Marks,Scotland,30/03/1995,Leicester City,28,1.49,6
Bryan,Uruguay,09/01/2003,Manchester City,28,4.53,11
Perez,France,23/09/2003,Tottenham Hotspur,28,2.32,10
Smith,Argentina,28/06/1991,Manchester City,28,2.3,8
Pace,Portugal,15/05/1986,Newcastle United,28,2.51,11
Ramirez,Scotland,21/06/1992,West Ham United,28,1.84,9
Cherry,Scotland,15/01/1985,West Ham United,28,1.59,6
Thompson,England,30/07/1986,Aston Villa,28,3.18,8
Guerrero,Denmark,01/05/1996,Liverpool,28,3.84,1
Clements,Spain,04/01/2000,West Ham United,28,2.61,13
Summers,Uruguay,21/07/1989,Liverpool,28,2.51,2
Horne,France,02/03/2002,Everton,28,0.95,11
Perez,Germany,31/07/2001,Manchester City,28,2.15,3
Miller,Belgium,04/08/1990,Everton,28,4.64,5
House,Denmark,10/12/1987,West Ham United,28,1.97,0
Moses,Scotland,20/01/1997,Manchester United,28,3.73,13
Rodriguez,Scotland,04/07/1995,Leicester City,28,2.01,0
Molina,Sweden,14/03/2004,West Ham United,28,4.14,5
Powers,Portugal,11/07/2003,Leicester City,28,3.7,12
Bright,Spain,15/08/1997,Everton,28,0.85,13
Watson,Belgium,27/02/1989,Manchester City,28,2.85,10
Mason,Scotland,08/07/1994,Tottenham Hotspur,28,1.93,8
Hawkins,Sweden,24/01/1997,Tottenham Hotspur,28,2.37,2
Rose,Scotland,28/03/1986,Everton,28,0.83,6
Smith,England,08/06/1993,Manchester United,28,1.86,14
Cox,Denmark,06/04/1990,Leeds United,28,0.67,11
Reynolds,France,17/11/1993,Chelsea,28,0.54,1
Fisher,Netherlands,05/07/1998,West Ham United,28,4.39,11
Levy,Sweden,26/12/2002,Aston Villa,28,2.93,14
Hill,Germany,09/10/2006,Manchester United,28,4.99,4
Peters,England,06/01/2004,Leicester City,28,3.65,5
Roberts,Germany,12/06/1999,Leeds United,28,1.08,7
Hernandez,Argentina,26/05/1987,Leeds United,28,4.61,1
Johnson,Sweden,06/06/1984,Manchester United,28,4.73,13
Nielsen,Denmark,31/12/2002,Newcastle United,28,4.37,12
Simmons,Italy,12/09/1995,Chelsea,28,0.98,2
Williams,Brazil,06/02/1986,Liverpool,28,0.67,5
Morgan,Sweden,12/09/1987,Newcastle United,28,3.71,9
Taylor,Portugal,07/03/2002,Manchester United,28,2.31,15
Cordova,Argentina,09/02/1993,Aston Villa,28,4.5,7
Smith,Netherlands,06/03/1988,Leicester City,28,4.56,9
Stone,Scotland,11/10/2005,Leeds United,28,4.37,9
Combs,Uruguay,24/07/2003,Arsenal,28,4.68,15
Baker,France,29/05/1986,Liverpool,28,0.77,9
Mata,Spain,25/12/1991,Newcastle United,28,3.98,3
Pham,Scotland,02/07/1996,Newcastle United,28,1.8,8
Chase,Netherlands,19/07/1988,Chelsea,28,4.1,4
Mitchell,Sweden,11/09/2003,Chelsea,28,3.77,4
Tran,Sweden,03/09/2003,Leeds United,28,2.25,12
George,Uruguay,22/10/2006,Arsenal,28,4.31,15
Hart,Netherlands,15/02/2006,Arsenal,28,1.49,14
Collins,Portugal,09/02/1995,Newcastle United,28,3.42,3
Navarro,Spain,16/02/1990,Manchester United,28,4.23,2
Jimenez,Belgium,17/09/1986,Leicester City,28,1.39,1
Underwood,Spain,18/05/1991,Arsenal,28,3.85,3
Stafford,Argentina,01/06/1989,Liverpool,28,0.97,6
Adams,England,15/11/1996,Liverpool,28,1.38,5
Rodriguez,Uruguay,31/05/1996,Manchester City,28,3.34,1
Maxwell,Belgium,27/11/1987,Chelsea,28,1.26,5
Drake,Scotland,11/01/2005,Tottenham Hotspur,28,3.3,6
Roberts,Germany,18/06/1989,Arsenal,28,4.83,5
Rodriguez,England,08/10/1987,Tottenham Hotspur,28,2.81,7
Cooke,Portugal,09/05/1997,Liverpool,28,2.48,14
Coleman,Uruguay,10/04/1984,Liverpool,28,4.3,14
Harris,Portugal,19/11/1994,Leeds United,28,3.24,14
Nelson,Brazil,29/11/1987,Liverpool,28,1.2,5
May,Sweden,15/01/1985,Manchester City,28,3.84,5
Walker,Argentina,26/03/1993,West Ham United,28,1.79,3
Rivera,Germany,05/02/1995,West Ham United,28,3.3,12
Gallagher,Scotland,19/08/1991,Aston Villa,28,4.29,1
Potter,Italy,02/03/2004,Leeds United,28,1.28,14
Watson,Portugal,05/04/1990,Leicester City,28,3.41,14
Martinez,Denmark,30/10/2004,Tottenham Hotspur,28,2.5,10
Flores,Netherlands,20/12/1995,Newcastle United,28,0.63,3
Hanson,Spain,01/05/1995,Manchester City,28,1.58,15
Neal,England,07/09/1992,Manchester United,28,0.64,2
Perez,Italy,21/03/1985,Leicester City,28,4.45,15
Ayers,Uruguay,22/08/1986,Aston Villa,28,0.94,5
Williams,Denmark,16/02/1998,Everton,28,3.47,6
Parker,Uruguay,14/08/2005,Manchester United,28,1.28,5
Carroll,Portugal,12/10/1988,West Ham United,28,4.84,9
Boyd,Sweden,30/03/1987,Chelsea,28,1.92,12
Salazar,Belgium,21/08/1997,Everton,28,2.73,1
Wallace,Brazil,16/03/1989,Manchester United,28,4.84,13
Hurley,Spain,07/11/2002,Tottenham Hotspur,28,0.55,2
Sellers,Scotland,22/03/1988,Everton,28,2.21,11
Klein,Sweden,30/07/1986,Everton,28,3.21,4
Murillo,Brazil,21/08/2003,Newcastle United,28,4.14,0
Hanson,Sweden,30/06/1997,Manchester United,28,4.53,0
Fuentes,Portugal,09/10/1992,Everton,28,4.9,9
Martin,Denmark,20/12/1995,Aston Villa,28,3.3,2
Meyer,Scotland,03/05/1997,Aston Villa,28,4.72,2
King,Germany,11/10/2003,Everton,28,1.21,7
Chan,Brazil,10/04/1998,West Ham United,28,2.15,11
Camacho,Brazil,29/06/2000,Manchester City,28,2.67,10
Molina,Netherlands,11/06/1991,Tottenham Hotspur,28,2.72,1
Chambers,Brazil,13/12/2004,Liverpool,28,3.94,13
Wood,Portugal,24/06/2000,Newcastle United,28,2.22,6
Valdez,Scotland,17/09/1994,Leicester City,28,0.69,12
Leonard,Brazil,06/10/2005,Chelsea,28,0.76,8
Arnold,Denmark,22/08/2000,Leicester City,28,0.95,13
Brown,Germany,28/09/1989,Manchester United,28,3.73,0
Thompson,Spain,19/06/1997,Aston Villa,28,2.18,0
Olsen,France,07/01/1996,Newcastle United,28,0.95,5
Hubbard,Netherlands,31/01/1987,Liverpool,28,1.26,13
Taylor,Uruguay,22/11/1990,Everton,28,1.64,11
Hendrix,Spain,17/04/2004,Tottenham Hotspur,28,2.3,11
Howell,Belgium,31/08/1994,Tottenham Hotspur,28,4.56,14
Hicks,Germany,21/01/1989,Chelsea,28,4.65,5
Glover,France,03/10/1999,West Ham United,28,2.72,14
Boyd,Uruguay,17/08/2004,West Ham United,28,3.16,9
Mack,Spain,09/03/1990,Leeds United,28,4.44,2
Greer,Argentina,04/11/1995,Manchester United,28,1.04,4
Ramirez,Italy,08/04/1999,Aston Villa,28,1.85,4
Lewis,Germany,08/01/2001,Everton,28,1.03,5
Sandoval,Spain,23/10/2002,Newcastle United,28,0.92,13
Flores,Spain,21/04/1997,Aston Villa,28,1.36,8
Tran,Portugal,08/10/1998,West Ham United,28,2.15,9
Potter,Sweden,21/08/2004,Manchester City,28,4.62,9
Tyler,France,27/04/1993,Leicester City,28,1.32,7
Campbell,Netherlands,12/11/1984,Liverpool,28,4.83,13
Knapp,Argentina,26/06/1984,Arsenal,28,4.48,4
Strickland,England,28/11/1988,Manchester City,28,1.77,3
Norton,France,11/12/1993,Everton,28,3.8,15
Mahoney,Denmark,01/11/1996,Chelsea,28,0.56,6
Salas,Denmark,07/04/1990,Leeds United,28,3.16,5
Schmidt,Germany,23/05/1988,Everton,28,4.35,3
Mason,Sweden,19/01/2001,Chelsea,28,3.23,10
Smith,Spain,01/02/1991,Everton,28,4.95,5
Wagner,Netherlands,01/11/1984,Arsenal,28,1.46,13
Adams,Portugal,01/11/2001,Newcastle United,28,4.62,12
Stanley,Germany,17/11/1999,Everton,28,0.69,14
Smith,England,06/11/1991,Everton,28,2.09,5
Nash,France,02/02/1987,West Ham United,28,1.19,11
Murillo,Scotland,02/06/1994,Arsenal,28,1.24,12
Nash,Denmark,27/01/1986,Aston Villa,28,3.34,7
